chrom_ncbi chrom start start_phase end end_phase strand gene_id gene_name transcription_start transcription_end
NC_000023.11 chrX 135812173 1 135816265 0 - 728911 CT45A2 135811978 135829348
NC_000007.14 chr7 64314150 0 64349147 2 + 728927 ZNF736 64313872 64356634
NC_000018.10 chr18 46968694 0 NA 0 - 728929 TCEB3CL 46968694 46969912
NC_000001.11 chr1 144592942 0 144593437 0 + 728945 PPIAL4F 144592867 144593652
NT_187520.1 chr1_KI270765v1_alt 104234 0 104729 0 + 728945 PPIAL4F 104159 104944
NC_000008.11 chr8 12108193 0 12113158 0 + 728957 ZNF705D 12089337 12115516
NC_000005.10 chr5 41142824 2 41203230 0 - 729 C6 41142145 41261486
NC_000022.11 chr22 19331439 0 19431476 0 - 7290 HIRA 19330700 19431696
NC_000010.11 chr10 103245996 0 103246683 0 + 729020 RPEL1 103245886 103248016
NC_000012.12 chr12 16189667 1 16277685 0 - 729025 SLC15A5 16188484 16277685
NC_000001.11 chr1 23010900 0 23015773 0 - 729059 C1orf234 23010833 23015850
NC_000003.12 chr3 42979642 0 43056386 1 + 729085 FAM198A 42979266 43057715
NC_000010.11 chr10 73674598 0 73697755 0 - 729092 AGAP5 73674274 73697796
NC_000007.14 chr7 19116712 0 19117321 0 - 7291 TWIST1 19113046 19117672
NC_000016.10 chr16 60358454 0 60359702 0 - 729159 LOC729159 60358454 60359763
NC_000001.11 chr1 173186515 2 173207176 0 - 7292 TNFSF4 173183730 173208072
NC_000023.11 chrX 48130687 0 48132529 1 + 729201 SPACA5B 48130656 48132613
NC_000017.11 chr17 49846204 0 49847287 2 + 729220 FLJ45513 49844714 49848837
NC_000003.12 chr3 46357527 0 46359860 1 + 729230 CCR2 46353743 46360940
NC_000013.11 chr13 57147874 0 57149561 2 + 729233 PRR20B 57147487 57150509
NC_000010.11 chr10 79557208 2 79559483 0 - 729238 SFTPA2 79555851 79560459
NC_000013.11 chr13 57154447 0 57156134 2 + 729240 PRR20C 57154060 57157082
NC_000013.11 chr13 57161018 0 57162705 2 + 729246 PRR20D 57160631 57163653
NC_000013.11 chr13 57167583 0 57169270 2 + 729250 PRR20E 57167196 57170218
NC_000002.12 chr2 191793281 0 191820177 0 + 729254 LOC729254 191792839 191820249
NC_000010.11 chr10 79703609 0 79712485 0 + 729262 NUTM2B 79699699 79715486
NC_000016.10 chr16 32253353 0 32254903 1 + 729264 TP53TG3D 32253323 32255928
NC_000017.11 chr17 18661936 2 18681651 0 - 729288 ZNF286B 18658428 18682259
NC_000001.11 chr1 1211554 2 1214127 0 - 7293 TNFRSF4 1211325 1214638
NC_000008.11 chr8 132024480 2 132055026 0 - 729330 OC90 132024219 132059380
NC_000016.10 chr16 33360908 0 33362454 1 + 729355 TP53TG3B 33360876 33363478
NC_000019.10 chr19 4504458 0 4517704 0 - 729359 PLIN4 4502179 4518541
NC_000011.10 chr11 89926761 0 89932885 2 + 729384 TRIM49D2 89924063 89933063
NC_000023.11 chrX 49323193 0 49329293 2 + 729396 GAGE12J 49322029 49329387
NC_000004.12 chr4 48067636 0 48134170 0 - 7294 TXK 48066392 48134256
NC_000023.11 chrX 49561996 0 49568114 2 + 729408 GAGE2D 49560843 49568208
NC_000013.11 chr13 75871126 0 75883102 2 + 729420 LMO7DN 75870570 75883812
NC_000023.11 chrX 49533331 0 49539447 2 + 729422 GAGE12C 49532176 49539541
NC_000023.11 chrX 49342303 0 49529891 2 + 729428 GAGE12B 49341182 49529921
NC_000023.11 chrX 49552443 0 49558555 2 + 729431 GAGE12E 49551288 49558649
NC_000007.14 chr7 74964985 0 75024699 0 + 729438 GATSL2 74964817 75031532
NC_000019.10 chr19 46003018 0 46018387 2 + 729440 CCDC61 45995450 46018616
NC_000023.11 chrX 49581103 0 49587210 2 + 729442 GAGE12H 49579948 49587304
NC_000023.11 chrX 49590650 0 49596733 2 + 729447 GAGE2A 49589514 49596827
NC_000022.11 chr22 18369421 2 18390847 0 - 729461 LOC729461 18369331 18391105
NC_000002.12 chr2 113541190 0 113570962 0 + 729468 LOC729468 113541190 113570962
NC_000002.12 chr2 17510803 2 17518415 0 - 729475 RAD51AP2 17510583 17520580
NC_000009.12 chr9 110244156 0 110256435 0 - 7295 TXN 110243811 110256640
NC_000006.12 chr6 157292900 0 157323499 0 - 729515 TMEM242 157289021 157324259
NC_000001.11 chr1 13342527 1 13345314 0 - 729528 PRAMEF14 13341891 13347134
NC_000001.11 chr1 206187278 2 206202025 0 - 729533 FAM72A 206186181 206204919
NC_000002.12 chr2 110515610 2 110577024 0 - 729540 RGPD6 110513801 110610888
NC_000001.11 chr1 16673002 0 16673512 0 + 729574 FAM231A 16673002 16673512
NT_187368.1 chr1_KI270713v1_random 35406 0 35916 0 + 729587 FAM231C 35406 36061
NC_000007.14 chr7 102348101 0 102356023 0 - 729597 SPDYE6 102345751 102357047
NC_000012.12 chr12 104215802 0 104348421 0 + 7296 TXNRD1 104215778 104350307
NC_000003.12 chr3 139005467 0 139006268 0 - 729627 PRR23A 139003961 139006268
NC_000019.10 chr19 9690137 2 9696118 0 - 729648 ZNF812 9688854 9700817
NC_000014.9 chr14 59505238 2 59576775 0 - 729665 CCDC175 59505066 59582114
NC_000019.10 chr19 10350833 0 10378406 0 - 7297 TYK2 10350527 10380572
NC_000019.10 chr19 12043804 1 12052801 0 - 729747 ZNF878 12043647 12052967
NC_000001.11 chr1 450739 0 451678 0 - 729759 OR4F29 450739 451678
NC_000019.10 chr19 51478642 0 51490605 1 + 729767 CEACAM18 51478546 51491261
NC_000018.10 chr18 657742 0 672997 0 + 7298 TYMS 657603 673499
NC_000004.12 chr4 151566259 0 151662754 2 + 729830 FAM160A1 151409155 151670503
NC_000007.14 chr7 7673371 0 7877538 0 + 729852 UMAD1 7640635 7879223
NC_000002.12 chr2 87757391 2 87825729 0 - 729857 RGPD2 87757197 87985814
NC_000017.11 chr17 38181973 2 38191029 0 - 729873 TBC1D3 38181475 38192555
NT_187614.1 chr17_KI270857v1_alt 2217090 2 2226146 0 - 729873 TBC1D3 2216592 2227686
NC_000017.11 chr17 36377845 2 36386895 0 - 729877 TBC1D3H 36377474 36388441
NT_187614.1 chr17_KI270857v1_alt 612749 2 621799 0 - 729877 TBC1D3H 612378 623345
NC_000011.10 chr11 89177953 0 89295366 2 + 7299 TYR 89177857 89295759
NC_000007.14 chr7 15916873 0 16421322 0 - 729920 ISPD 15916850 16530558
NC_000019.10 chr19 55433155 2 55442863 0 - 729956 SHISA7 55428737 55442863
NC_000002.12 chr2 38881441 0 38882515 1 + 729967 MORN2 38875961 38882709
NC_000019.10 chr19 55771804 0 55773179 2 + 729974 RFPL4AL1 55769117 55773423
NC_000019.10 chr19 19180727 1 19192117 0 - 729991 MEF2BNB 19176903 19192591
NC_000016.10 chr16 12902064 0 13235409 2 + 729993 SHISA9 12901619 13562919
NC_000005.10 chr5 40909610 0 40981573 2 + 730 C7 40909472 41016004
NC_000022.11 chr22 30524996 2 30546682 0 - 730005 SEC14L6 30524605 30546717
NC_000019.10 chr19 57872821 2 57888802 0 - 730051 ZNF814 57869378 57889074
NC_000019.10 chr19 23914994 0 23933967 2 + 730087 ZNF726 23914881 23933967
NC_000016.10 chr16 22008301 0 22080880 2 + 730094 C16orf52 22008134 22084654
NC_000015.10 chr15 41559257 0 41578276 1 + 7301 TYRO3 41557870 41579338
NC_000009.12 chr9 35562006 2 35563828 0 - 730112 FAM166B 35561829 35563899
NC_000007.14 chr7 124031860 0 124033003 0 - 730130 TMEM229A 124030915 124033469
NC_000001.11 chr1 173603028 0 173637036 0 + 730159 LOC730159 173603007 173637134
NC_000016.10 chr16 30697756 1 30698308 0 - 730183 LOC730183 30697703 30698489
NC_000013.11 chr13 76948558 0 76957985 1 + 730249 IRG1 76948558 76958659
NC_000001.11 chr1 144373089 0 144373584 0 - 730262 PPIAL4E 144372874 144373659
NC_000002.12 chr2 87704428 0 87746469 1 + 730268 LOC730268 87700444 87747727
NC_000007.14 chr7 64207202 0 64220290 2 + 730291 ZNF735 64207202 64220290
NW_003315917.2 chr5_GL339449v2_alt 965971 0 993014 0 - 730394 GTF2H2C_2 965639 997986
NC_000019.10 chr19 35904568 0 35908228 0 - 7305 TYROBP 35904400 35908309
NC_000009.12 chr9 12693996 0 12709182 2 + 7306 TYRP1 12693385 12710266
NC_000021.9 chr21 43093101 1 43107494 0 - 7307 U2AF1 43092955 43107578
NC_000017.11 chr17 41059663 0 41060050 0 - 730755 KRTAP2-3 41059239 41060092
NW_003871091.1 chr17_JH159146v1_alt 209161 0 209548 0 - 730755 KRTAP2-3 208737 209590
NC_000001.11 chr1 56854901 0 56917716 2 + 731 C8A 56854769 56918221
NC_000019.10 chr19 18573300 0 18575150 1 + 7311 UBA52 18563765 18577460
NC_000002.12 chr2 101397547 0 101466848 0 - 731220 RFX8 101397343 101475096
NC_000017.11 chr17 16381907 0 16382597 0 + 7314 UBB 16380792 16382745
NC_000012.12 chr12 124911713 0 124913771 0 - 7316 UBC 124911644 124915041
NC_000023.11 chrX 47198802 0 47214929 1 + 7317 UBA1 47190799 47215128
NC_000003.12 chr3 49805307 1 49813787 0 - 7318 UBA7 49805204 49813958
NC_000023.11 chrX 119574711 0 119583255 0 + 7319 UBE2A 119574466 119584429
NC_000001.11 chr1 56929403 2 56965948 0 - 732 C8B 56929209 56966140
NC_000005.10 chr5 134371595 0 134390353 0 + 7320 UBE2B 134371175 134392108
NC_000010.11 chr10 58335201 0 58368765 1 + 7321 UBE2D1 58334978 58370753
NC_000005.10 chr5 139561791 0 139626801 1 + 7322 UBE2D2 139561165 139628434
NC_000015.10 chr15 74089236 2 74100208 0 - 732265 LOC732265 74088445 74100467
NC_000004.12 chr4 102797414 1 102868744 0 - 7323 UBE2D3 102794382 102868893
NC_000003.12 chr3 23807269 0 23890606 2 + 7324 UBE2E1 23805892 23891640
NC_000003.12 chr3 23208699 0 23589831 2 + 7325 UBE2E2 23203006 23590805
NC_000017.11 chr17 4282834 0 4366316 0 - 7326 UBE2G1 4269216 4366674
NC_000021.9 chr21 44771376 2 44801748 0 - 7327 UBE2G2 44768579 44801836
NC_000007.14 chr7 129834936 2 129952555 0 - 7328 UBE2H 129830731 129952960
NC_000016.10 chr16 1314030 0 1324793 1 + 7329 UBE2I 1309152 1327018
NC_000009.12 chr9 136945320 0 136946781 2 + 733 C8G 136944874 136946974
NC_000022.11 chr22 21549449 0 21621669 2 + 7332 UBE2L3 21549446 21624034
NC_000012.12 chr12 93410038 2 93441884 0 - 7334 UBE2N 93408311 93443445
NC_000020.11 chr20 50082767 0 50115575 0 - 7335 UBE2V1 50081123 50115959
NC_000008.11 chr8 48008454 0 48060828 0 + 7336 UBE2V2 47998287 48064708
NC_000015.10 chr15 25339136 1 25409107 0 - 7337 UBE3A 25337233 25439043
NC_000008.11 chr8 89902793 0 89925532 1 + 734 OSGIN2 89901867 89927868
NC_000002.12 chr2 202207252 0 202238451 0 - 7341 SUMO1 202206179 202238599
NC_000003.12 chr3 33390330 2 33439848 0 - 7342 UBP1 33388335 33440813
NC_000017.11 chr17 44207241 0 44218229 0 - 7343 UBTF 44205032 44221626
NC_000004.12 chr4 41256976 0 41268073 0 + 7345 UCHL1 41256880 41268429
NC_000013.11 chr13 75549820 0 75605812 0 + 7347 UCHL3 75548866 75606020
NC_000003.12 chr3 119186741 0 119203967 0 + 7348 UPK1B 119173577 119205153
NC_000002.12 chr2 27307520 0 27307895 0 - 7349 UCN 27307396 27308262
NC_000005.10 chr5 39285198 2 39364464 0 - 735 C9 39284274 39364553
NC_000004.12 chr4 140559895 1 140568729 0 - 7350 UCP1 140559393 140568902
NC_000011.10 chr11 73975006 1 73978378 0 - 7351 UCP2 73974670 73982844
NC_000011.10 chr11 74001411 1 74007042 0 - 7352 UCP3 74000280 74009237
NC_000022.11 chr22 19450669 0 19479085 0 - 7353 UFD1L 19449940 19479296
NC_000023.11 chrX 48903363 0 48911877 0 - 7355 SLC35A2 48903179 48911958
NC_000011.10 chr11 62419095 0 62423091 0 + 7356 SCGB1A1 62419034 62423206
NC_000009.12 chr9 111897215 0 111932997 0 + 7357 UGCG 111896765 111935374
NC_000004.12 chr4 39500142 0 39521512 0 - 7358 UGDH 39498754 39527598
NC_000002.12 chr2 63842185 0 63891227 0 + 7360 UGP2 63840949 63891562
NC_000004.12 chr4 69480633 1 69495861 0 - 7363 UGT2B4 69480164 69526014
NC_000004.12 chr4 69096520 0 69112736 1 + 7364 UGT2B7 69051248 69112987
NC_000004.12 chr4 68816019 0 68830879 1 + 7365 UGT2B10 68815992 68832017
NT_167250.2 chr4_GL000257v2_alt 392038 0 406898 1 + 7365 UGT2B10 392011 408036
NC_000004.12 chr4 68647103 1 68670618 0 - 7366 UGT2B15 68646596 68670776
NT_167250.2 chr4_GL000257v2_alt 223472 1 246973 0 - 7366 UGT2B15 222963 247131
NC_000004.12 chr4 68537624 1 68568484 0 - 7367 UGT2B17 68537183 68568527
NC_000004.12 chr4 114622880 0 114676288 1 + 7368 UGT8 114598402 114678225
NC_000016.10 chr16 20333313 2 20350737 0 - 7369 UMOD 20333050 20356301
NC_000001.11 chr1 165827833 0 165907823 2 + 7371 UCK2 165827494 165911618
NC_000003.12 chr3 124730471 0 124744084 2 + 7372 UMPS 124730365 124749273
NC_000008.11 chr8 120147842 0 120371231 2 + 7373 COL14A1 120125107 120373573
NC_000012.12 chr12 109097679 0 109109969 0 + 7374 UNG 109097593 109110993
NC_000003.12 chr3 49278292 0 49340024 0 - 7375 USP4 49277143 49340103
NC_000019.10 chr19 50377605 0 50382602 0 + 7376 NR1H2 50376422 50383028
NC_000007.14 chr7 48094783 0 48108357 2 + 7378 UPP1 48088602 48108733
NC_000011.10 chr11 118956350 0 118958233 2 + 7379 UPK2 118956297 118958559
NC_000011.10 chr11 65096250 0 65111587 0 + 738 VPS51 65096114 65111860
NC_000022.11 chr22 45285013 0 45295719 1 + 7380 UPK3A 45284986 45295879
NC_000008.11 chr8 96231054 0 96235530 0 - 7381 UQCRB 96226675 96235634
NC_000003.12 chr3 48599127 2 48609620 0 - 7384 UQCRC1 48598998 48609665
NC_000016.10 chr16 21953423 0 21983171 0 + 7385 UQCRC2 21953287 21983347
NC_000019.10 chr19 29207547 2 29213118 0 - 7386 UQCRFS1 29207259 29213229
NC_000001.11 chr1 46303766 0 46316584 0 + 7388 UQCRH 46303612 46316777
NC_000001.11 chr1 45012265 0 45015498 0 + 7389 UROD 45012132 45015669
NC_000010.11 chr10 125788867 0 125816499 0 - 7390 UROS 125784979 125823268
NC_000001.11 chr1 161039919 0 161043275 0 - 7391 USF1 161039250 161045979
NC_000019.10 chr19 35269101 0 35279256 0 + 7392 USF2 35268992 35279815
NC_000001.11 chr1 62439867 0 62450981 1 + 7398 USP1 62436303 62451804
NC_000001.11 chr1 215625780 0 216422336 0 - 7399 USH2A 215622893 216423396
NC_000011.10 chr11 65122346 0 65125872 0 + 740 MRPL49 65122182 65127369
NC_000003.12 chr3 150926851 0 150972708 0 - 7401 CLRN1 150918910 150973020
NC_000006.12 chr6 144291828 0 144850997 0 + 7402 UTRN 144285297 144853034
NC_000023.11 chrX 44873551 0 45111411 0 + 7403 KDM6A 44873174 45112779
NC_000024.10 chrY 13249855 0 13479665 0 - 7404 UTY 13233919 13480670
NC_000011.10 chr11 75815407 0 76141413 1 + 7405 UVRAG 75815166 76144238
NC_000006.12 chr6 31777593 0 31795217 0 - 7407 VARS 31777517 31795935
NT_167244.2 chr6_GL000250v2_alt 3110204 0 3127828 0 - 7407 VARS 3110128 3128564
NT_113891.3 chr6_GL000251v2_alt 3254835 0 3272457 0 - 7407 VARS 3254759 3273175
NT_167245.2 chr6_GL000252v2_alt 3025367 0 3042991 0 - 7407 VARS 3025291 3043709
NT_167247.2 chr6_GL000254v2_alt 3119482 0 3137106 0 - 7407 VARS 3119406 3137842
NT_167248.2 chr6_GL000255v2_alt NA 0 3051044 0 - 7407 VARS 3047435 3051762
NT_167249.2 chr6_GL000256v2_alt 3076884 0 NA 2 - 7407 VARS 3076808 3094270
NC_000019.10 chr19 45507771 0 45526177 2 + 7408 VASP 45507429 45526989
NC_000019.10 chr19 6772807 0 6857107 0 + 7409 VAV1 6772667 6857366
NC_000011.10 chr11 65116441 0 65117653 0 - 741 ZNHIT2 65116402 65117738
NC_000009.12 chr9 133764061 0 133992278 0 - 7410 VAV2 133761893 133992374
NC_000023.11 chrX 155216482 0 155238842 2 + 7411 VBP1 155197006 155239841
NC_000001.11 chr1 100719860 0 100738283 2 + 7412 VCAM1 100719639 100739045
NC_000010.11 chr10 73998207 0 74118169 0 + 7414 VCL 73998077 74120160
NC_000009.12 chr9 35057116 1 35072353 0 - 7415 VCP 35056067 35072742
NC_000005.10 chr5 133972770 2 133993012 0 - 7416 VDAC1 133971874 134005389
NC_000010.11 chr10 75211158 0 75230989 2 + 7417 VDAC2 75210153 75231448
NC_000008.11 chr8 42394211 0 42405462 2 + 7419 VDAC3 42391623 42405937
NC_000012.12 chr12 47844745 2 47904630 0 - 7421 VDR 47841536 47905031
NC_000006.12 chr6 43770706 0 43784628 1 + 7422 VEGFA 43770208 43786487
NC_000011.10 chr11 64234833 0 64238377 1 + 7423 VEGFB 64234583 64239264
NC_000004.12 chr4 176683925 1 176792311 0 - 7424 VEGFC 176683533 176792745
NC_000007.14 chr7 101162995 0 101164843 0 - 7425 VGF 101162508 101169935
NC_000003.12 chr3 10141847 0 10149965 2 + 7428 VHL 10141634 10153670
NC_000002.12 chr2 218423778 0 218449336 0 + 7429 VIL1 218419114 218449525
NC_000006.12 chr6 158766913 0 158818093 0 - 7430 EZR 158765740 158819424
NC_000010.11 chr10 17229422 0 17237271 0 + 7431 VIM 17227934 17237593
NC_000006.12 chr6 152752177 0 152757141 1 + 7432 VIP 152747922 152759765
NC_000003.12 chr3 42502735 0 42536281 0 + 7433 VIPR1 42489298 42537573
NC_000007.14 chr7 159030615 0 159144771 0 - 7434 VIPR2 159028174 159144957
NC_000009.12 chr9 2622189 0 2653868 0 + 7436 VLDLR 2621678 2656100
NC_000011.10 chr11 61951806 0 61964122 1 + 7439 BEST1 61946714 61964463
NC_000011.10 chr11 30388888 2 30580373 0 - 744 MPPED2 30384492 30586714
NC_000022.11 chr22 22244813 0 22245337 2 + 7441 VPREB1 22244779 22245515
NC_000017.11 chr17 3566814 2 3592350 0 - 7442 TRPV1 3565445 3609411
NC_000014.9 chr14 96833471 0 96881208 2 + 7443 VRK1 96797346 96881614
NC_000002.12 chr2 58048831 0 58159693 0 + 7444 VRK2 57907650 58159920
NC_000002.12 chr2 17592074 0 17655394 0 + 7447 VSNL1 17540539 17656439
NC_000017.11 chr17 28367368 2 28370203 0 - 7448 VTN 28367276 28370352
NC_000011.10 chr11 61752744 0 61786143 0 + 745 MYRF 61752636 61788518
NC_000012.12 chr12 5949014 0 6123196 0 - 7450 VWF 5948873 6124670
NC_000014.9 chr14 100334874 0 100369185 0 - 7453 WARS 100333787 100376343
NC_000023.11 chrX 48683853 0 48691162 2 + 7454 WAS 48683789 48691427
NC_000007.14 chr7 100734168 0 100797732 2 + 7455 ZAN 100733582 100797797
NC_000002.12 chr2 174562546 2 174585573 0 - 7456 WIPF1 174559573 174682899
NC_000007.14 chr7 74174383 0 74195308 2 + 7458 EIF4H 74174375 74197101
NC_000011.10 chr11 61789794 1 61792558 0 - 746 TMEM258 61789129 61792613
NC_000007.14 chr7 74317546 0 74403848 0 + 7461 CLIP2 74289474 74405943
NC_000007.14 chr7 74215975 0 74224742 2 + 7462 LAT2 74209391 74229834
NC_000009.12 chr9 98124773 0 98157660 0 - 7464 CORO2A 98120974 98192674
NC_000011.10 chr11 9573933 0 9588602 1 + 7465 WEE1 9573649 9593458
NC_000004.12 chr4 6277455 0 6302468 0 + 7466 WFS1 6269849 6303265
NC_000004.12 chr4 1900654 0 1978909 2 + 7468 WHSC1 1871395 1982207
NC_000004.12 chr4 1983318 2 2008992 0 - 7469 NELFA 1982713 2041914
NC_000011.10 chr11 61720155 0 61744489 1 + 747 DAGLA 61680432 61747002
NC_000012.12 chr12 48978650 0 48981640 0 + 7471 WNT1 48978452 48982613
NC_000007.14 chr7 117278154 2 117322989 0 - 7472 WNT2 117276630 117323289
NC_000017.11 chr17 46768319 0 46818597 0 - 7473 WNT3 46762505 46818760
NT_167251.2 chr17_GL000258v2_alt 1754198 0 1804324 0 - 7473 WNT3 1748383 1804487
NT_187663.1 chr17_KI270908v1_alt 1287732 0 1338037 0 - 7473 WNT3 1281917 1338200
NC_000003.12 chr3 55470091 0 55486985 0 - 7474 WNT5A 55465714 55505261
NC_000002.12 chr2 218860037 0 218873845 0 + 7475 WNT6 218859822 218874233
NC_000003.12 chr3 13818943 0 13879816 0 - 7476 WNT7A 13818216 13880121
NC_000022.11 chr22 45922855 0 45976754 0 - 7477 WNT7B 45920361 45977128
NC_000005.10 chr5 138084089 0 138091073 0 + 7478 WNT8A 138083891 138096730
NC_000010.11 chr10 100463168 0 100482816 0 + 7479 WNT8B 100463054 100483642
NC_000012.12 chr12 48966094 0 48970529 0 - 7480 WNT10B 48965339 48971858
NC_000011.10 chr11 76187064 1 76206407 0 - 7481 WNT11 76186325 76214008
NC_000001.11 chr1 112467537 0 112520509 2 + 7482 WNT2B 112466540 112521288
NC_000001.11 chr1 227921517 0 227947887 0 - 7483 WNT9A 227918657 227947975
NC_000017.11 chr17 46851638 0 46876718 0 + 7484 WNT9B 46833200 46886775
NT_187663.1 chr17_KI270908v1_alt 1352768 0 1404536 2 + 7484 WNT9B 1352623 1406192
NC_000021.9 chr21 39380384 0 39396939 2 + 7485 WRB 39379675 39397889
NC_000008.11 chr8 31058447 0 31173102 0 + 7486 WRN 31033261 31173761
NC_000011.10 chr11 32389057 2 32435345 0 - 7490 WT1 32387774 32435535
NC_000022.11 chr22 28795545 1 28800524 0 - 7494 XBP1 28794559 28800572
NC_000002.12 chr2 31335957 0 31414666 0 - 7498 XDH 31334308 31414749
NC_000023.11 chrX 2752274 0 2814380 2 + 7499 XG 2751819 2816500
NC_000023.11 chrX 37685961 0 37728462 2 + 7504 XK 37685780 37732130
NC_000009.12 chr9 97675438 2 97697292 0 - 7507 XPA 97654397 97697409
NC_000003.12 chr3 14145940 0 14178568 0 - 7508 XPC 14145146 14178672
NC_000011.10 chr11 62665879 0 62667051 2 + 751071 METTL12 62665262 62667451
NC_000010.11 chr10 109865183 0 109923433 0 - 7511 XPNPEP1 109864765 109923553
NC_000023.11 chrX 129739213 0 129768485 0 + 7512 XPNPEP2 129738969 129769549
NC_000002.12 chr2 61478819 0 61533897 0 - 7514 XPO1 61477933 61538522
NC_000019.10 chr19 43543391 0 43575458 0 - 7515 XRCC1 43543311 43575578
NC_000007.14 chr7 152648641 2 152676079 0 - 7516 XRCC2 152646497 152676165
NC_000014.9 chr14 103698797 1 103711087 0 - 7517 XRCC3 103697607 103715486
NC_000005.10 chr5 83104919 0 83353242 1 + 7518 XRCC4 83077408 83353760
NC_000017.11 chr17 45222124 0 45246596 2 + 752 FMNL1 45221905 45247320
NC_000002.12 chr2 216109436 0 216205202 0 + 7520 XRCC5 216109296 216206293
NC_000016.10 chr16 2530329 0 2531073 0 - 752014 CEMP1 2530034 2531408
NC_000018.10 chr18 724423 2 756827 0 - 7525 YES1 721587 812326
NC_000014.9 chr14 100239244 0 100277600 0 + 7528 YY1 100238764 100279034
NC_000020.11 chr20 44901533 0 44906438 0 + 7529 YWHAB 44885598 44908532
NC_000018.10 chr18 13387722 0 13645657 0 + 753 LDLRAD4 13218729 13652754
NC_000017.11 chr17 1345446 2 1400110 0 - 7531 YWHAE 1344539 1400375
NT_187613.1 chr17_KI270862v1_alt 287472 2 342136 0 - 7531 YWHAE 286565 342401
NC_000007.14 chr7 76329576 0 76358808 0 - 7532 YWHAG 76326790 76359025
NC_000022.11 chr22 31944733 0 31956792 0 + 7533 YWHAH 31944492 31957603
NC_000008.11 chr8 100920692 0 100948889 0 - 7534 YWHAZ 100918575 100954596
NC_000002.12 chr2 97724036 0 97739498 1 + 7535 ZAP70 97713567 97744327
NC_000011.10 chr11 64765388 1 64778392 0 - 7536 SF1 64764603 64778844
NC_000019.10 chr19 39406886 0 39408699 0 + 7538 ZFP36 39406846 39409412
NC_000009.12 chr9 113042724 2 113056688 0 - 7539 ZFP37 113041814 113056791
NC_000021.9 chr21 44851366 0 44873616 0 - 754 PTTG1IP 44849584 44873903
NC_000018.10 chr18 5290857 0 5293246 0 - 7541 ZBTB14 5289018 5297053
NC_000011.10 chr11 65084698 0 65088114 1 + 7542 ZFPL1 65084221 65088402
NC_000023.11 chrX 24172742 0 24211376 2 + 7543 ZFX 24148933 24216255
NC_000024.10 chrY 2953936 0 2979993 2 + 7544 ZFY 2934415 2982508
NC_000003.12 chr3 147410112 0 147413551 0 + 7545 ZIC1 147409393 147416719
NC_000013.11 chr13 99982064 0 99985682 0 + 7546 ZIC2 99981771 99986765
NC_000023.11 chrX 137566691 0 137570070 0 + 7547 ZIC3 137566186 137572100
NC_000002.12 chr2 95176226 0 95182106 2 + 7549 ZNF2 95165416 95184317
NC_000021.9 chr21 44330197 0 44339194 0 - 755 C21orf2 44328943 44339402
NC_000007.14 chr7 100064787 2 100077357 0 - 7551 ZNF3 100063846 100082548
NC_000023.11 chrX 85247572 0 85271828 2 + 7552 ZNF711 85243819 85273362
NC_000008.11 chr8 144829087 0 144846178 2 + 7553 ZNF7 144827517 144847508
NC_000019.10 chr19 58279081 0 58295536 2 + 7554 ZNF8 58278951 58295888
NC_000003.12 chr3 129170452 1 129171757 0 - 7555 CNBP 129167814 129183967
NC_000012.12 chr12 133144492 0 133156968 2 + 7556 ZNF10 133130627 133159465
NC_000007.14 chr7 6690847 2 6705173 0 - 7559 ZNF12 6688432 6706969
NC_000019.10 chr19 19711351 1 19732958 0 - 7561 ZNF14 19710471 19733112
NC_000019.10 chr19 21293273 2 21329212 0 - 7562 ZNF708 21291159 21329439
NC_000008.11 chr8 144930737 2 144946206 0 - 7564 ZNF16 144930357 144950888
NC_000019.10 chr19 57411391 0 57421481 2 + 7565 ZNF17 57411160 57421953
NC_000017.11 chr17 11977956 2 11992829 0 - 7566 ZNF18 11977438 11997510
NC_000016.10 chr16 71475169 2 71482114 0 - 7567 ZNF19 71474072 71489351
NC_000019.10 chr19 12132586 1 12140182 0 - 7568 ZNF20 12131349 12140407
NC_000023.11 chrX 47976166 2 48002609 0 - 7569 ZNF182 47974850 48003995
NC_000021.9 chr21 33450817 1 33468885 0 - 757 TMEM50B 33432485 33480009
NW_003315970.2 chr21_GL383581v2_alt 45389 1 63466 0 - 757 TMEM50B 27057 84138
NC_000010.11 chr10 45003368 0 45004043 0 + 7570 ZNF22 45000824 45005329
NC_000016.10 chr16 71448092 2 71454075 0 - 7571 ZNF23 71447596 71462252
NC_000018.10 chr18 35337231 2 35340650 0 - 7572 ZNF24 35332213 35344462
NC_000012.12 chr12 132986840 0 133011481 2 + 7574 ZNF26 132986347 133012568
NC_000019.10 chr19 52799687 2 52817958 0 - 7576 ZNF28 52797407 52821678
NC_000001.11 chr1 33479288 0 33495476 2 + 7579 ZSCAN20 33472630 33500693
NC_000022.11 chr22 43424985 0 43505616 2 + 758 MPPED1 43412013 43507808
NC_000010.11 chr10 43644049 2 43646133 0 - 7580 ZNF32 43643858 43648878
NC_000010.11 chr10 38010753 0 38056560 0 + 7581 ZNF33A 38010482 38060067
NC_000010.11 chr10 42592612 2 42636928 0 - 7582 ZNF33B 42589106 42638836
NC_000003.12 chr3 44651067 0 44659947 2 + 7584 ZNF35 44648740 44660791
NW_009646197.1 na 176421 0 185301 2 + 7584 ZNF35 174094 186145
NC_000007.14 chr7 100023506 0 100034197 2 + 7586 ZKSCAN1 100015571 100045143
